id,answer
1663,diplomatic and strategic problems
1664,square emblem
1665,ming
1666,collection
1667,five
1668,revolt
1669,instruction
1670,imperial examination
1671,manchu masters
1672,many of the plans stayed in place
1673,tribute nation
1674,nomadic people
1675,chongzhen emperor
1676,fuzhou
1677,pescadores
1678,taken over its immediate predecessor 's capital
1679,qing
1680,warlord factionalism
1681,manchus
1682,qing dynasty
1683,smallpox
1684,chinese history
1685,first two han banners
1686,indochina
1687,qing dynasty
1688,later jin
1689,modern chinese state
1690,watershed
1691,northeast
1692,size
1693,resign from the banner rolls or striking their names off
1694,death
1695,beijing
1696,jiaozhou bay
1697,emergency army
1698,country
1699,manchuria
1700,gapsin coup
1701,local french diplomats
1702,xinjiang
1703,chongzhen emperor
1704,early 19th century
1705,officials
1706,lucrative since they were direct
1707,father
1708,allied
1709,eight banners
1710,issuing edicts in favor of banning them from 1740–1776
1711,color
1712,mass civil disorder
1713,confucian family values
1714,in what was called the tongzhi restoration
1715,jurchen aisin gioro clan
1716,provinces
1717,manchu people
1718,power
1719,ground
1720,manchus drew up the treaty of kyakhta
1721,wanted to go ... ... in the arrow war
1722,killed in the dzungar–qing war
1723,dynasty great qing
1724,chinese history
1725,october
1726,qing dynasty
1727,comparable benefits
1728,civil time
1729,standard time
1730,theatre owners
1731,solar time
1732,older time stamps
1733,energy crisis
1734,next year
1735,standard time
1736,clock
1737,older timestamps
1738,example
1739,rural areas
1740,time zone and natural discrepancies
1741,modern idea
1742,utc clocks
1743,summer
1744,later date
1745,twice yearly time shifts
1746,systems
1747,favor
1748,adjust
1749,forms
1750,tended
1751,"""winter"" time"
1752,tz=':america/new_york
1753,example
1754,ordered
1755,clocks
1756,spattering
1757,united states
1758,2007 united states extension
1759,farming
1760,western australia
1761,crime
1762,us dst extensions
1763,draft legislation
1764,`` s
1765,its effects on residential lighting
1766,germany
1767,belarus
1768,computer clocks
1769,base
1770,skew
1771,modern idea
1772,daylight
1773,daylight time
1774,standard time
1775,time zone names
1776,skin cancer
1777,daylight hours
1778,pundits
1779,work
1780,several political issues
1781,lists
1782,later years
1783,sleep patterns
1784,negative dst
1785,draft legislation
1786,individuals
1787,spring
1788,daylight time
1789,effect
1790,electricity
1791,1970s energy crisis
1792,eastern european time
1793,corporate information technologists
1794,outdoor exercise
1795,utc-based unix time
1796,spattering
1797,evening dinner
1798,suggested
1799,d.c.'s violent crime rate
1800,many editors
1801,motivation
1802,year
1803,new york
1804,dark
1805,spring
1806,1898 paper
1807,system
1808,year
1809,changing dates
1810,war
1811,equatorial brazil
1812,disadvantages
1813,dst
1814,filesystem
1815,around $1.7 billion usd
1816,complexity
1817,railroads
1818,ordinary dst
1819,daylight
1820,time zone differences
1821,primary use
1822,labor
1823,typical `` nine-to-five '' workday
1824,standard time
1825,idaho potatoes
1826,methodology
1827,many enactments
1828,value
1829,gregorian calendar
1830,peacetime
1831,feature
1832,many countries
1833,dst
1834,clock
1835,result
1836,draft legislation
1837,methodology
1838,ordinary system maintenance
1839,24:00 local time
1840,workday activities
1841,northern regions
1842,sunrise
1843,winter
1844,single studies
1845,typical `` nine-to-five '' workday
1846,golf industry revenues
1847,adopt
1848,uses
1849,evening dinner
1850,autumn transition
1851,single studies
1852,standardize
1853,dual-time zone arrangement
1854,dst
1855,complexity
1856,average
1857,favor
1858,little impact
1859,problems
1860,utc-based unix time
1861,ordinary system maintenance
1862,increase
1863,use
1864,committee
1865,older timestamps
1866,end
1867,confusion
1868,seasonal vaccinations
1869,30 april
1870,single studies
1871,daylight
1872,winter solstice
1873,rules
1874,file
1875,canadian location
1876,energy-consumption study
1877,term summer time
1878,help
1879,repeals
1880,state law
1881,heating and candle season
1882,your honor
1883,genre
1884,80s glam metal
1885,"""misirlou"
1886,rock
1887,spaghetti incident
1888,who
1889,solo lead instrument
1890,top ten album school
1891,spaghetti incident
1892,"""misirlou"
1893,album-oriented radio
1894,6 million copies
1895,double platinum ballbreaker
1896,uk singles chart
1897,rock drummer keith moon
1898,coverdale's or deep purple's catalogue
1899,spaghetti incident
1900,spaghetti incident
1901,us
1902,van halen iii
1903,five million copies
1904,dr. feelgood
1905,popularity
1906,lead guitarist eddie van halen
1907,tensions
1908,ac/dc
1909,double live album
1910,lead guitarist eddie van halen
1911,rolling stones
1912,nine weeks
1913,several other countries
1914,hard rock and heavy metal sound
1915,highly successful recording careers
1916,distortion
1917,album worldwide
1918,commercial success
1919,performances
1920,`` hair band '' predecessors
1921,1993 covers
1922,early 1990s material
1923,guitar solos
1924,lead guitars
1925,guns n' roses' original lineup
1926,1970s
1927,two styles
1928,decade
1929,five weeks
1930,commercial pinnacle
1931,hard rock act
1932,mötley crüe
1933,decade
1934,decade
1935,australia's wolfmother
1936,double platinum-certified album crush
1937,number
1938,rolling stones
1939,"boston's ""amanda"
1940,number
1941,destruction
1942,isp
1943,access isps
1944,new `` net neutrality '' regulations
1945,adoption
1946,wholesale isp
1947,services
1948,possible solution
1949,world wide web
1950,world wide web
1951,wireless networking
1952,intelligence agencies
1953,internet access
1954,mail boxes
1955,universities
1956,net neutrality
1957,advertiser
1958,mode
1959,net neutrality
1960,broadband
1961,isp
1962,united states constitution
1963,others
1964,same concept
1965,new `` net neutrality '' regulations
1966,large amounts
1967,charge
1968,physical server operation
1969,"lawrence, kansas"
1970,ku football
1971,2014 u.s. news & world report `` best graduate schools '' edition
1972,navy commission
1973,"lawrence, kansas"
1974,royal blue
1975,less than forty acres
1976,one
1977,kansas
1978,rural health care
1979,architecture
1980,"lawrence, kansas"
1981,development
1982,nation
1983,world report's 2016 rankings
1984,university
1985,attend
1986,kansas
1987,kansas
1988,kjhk radio
1989,rural health care
1990,national universities
1991,nation
1992,students
1993,"lawrence, kansas"
1994,underwent a
1995,strategic communication
1996,civil and environmental engineering
1997,matthew porubsky
1998,team
1999,operations
2000,overland park
2001,campus community center
2002,former dean james green
2003,"lawrence, kansas"
2004,team
2005,editing
2006,lawrence
2007,rural health care
2008,first union
2009,accounting
2010,u.s
2011,university
2012,regents
2013,fall semester
2014,average age
2015,engineering
2016,average age
2017,"lawrence, kansas"
2018,public university
2019,greater university
2020,former kansas governor charles l. robinson
2021,broadcast
2022,kansas city
2023,orange bowl
2024,january
2025,additional fees
2026,school
2027,early lynx text based web browser
2028,espn regional television
2029,new locker room
2030,community health
2031,founded in 1891
2032,salina
2033,field
2034,kansas board
2035,royal blue
2036,department's budget
2037,students
2038,prestigious hearst foundation national writing competition
2039,three ncaa tournament championships
2040,strategic communication
2041,main campus
2042,early lynx text based web browser
2043,women's outdoor track
2044,public university
2045,college
2046,former dean james green
2047,average age
2048,students
2049,npr-affiliated radio station
2050,january
2051,fall semester
2052,kansas city
2053,matthew porubsky
2054,development
2055,team
2056,team
2057,land
2058,main campus
2059,2014 u.s. news & world report `` best graduate schools '' edition
2060,cbbc
2061,`` footprint
2062,a-nis
2063,introduced ceefax
2064,a-nis
2065,uk
2066,british broadcasting corporation
2067,bbc vision
2068,britain's most iconic and beloved television programmes
2069,
2070,first teletext service
2071,first teletext service
2072,september
2073,used two systems
2074,tv viewers
2075,radar programme
2076,following night
2077,horizon
2078,september
2079,london
2080,air
2081,brookmans park
2082,
2083,produce a number of programmes that are shown across the uk
2084,end
2085,bbc's london transmitter
2086,a-nis
2087,world's largest television production companies
2088,high audience ratings
2089,aired on bbc one
2090,
2091,australia
2092,patrick kielty
2093,bbc known as bbc vision for a few years in the early 21st century
2094,brookmans park
2095,programme
2096,bafta award
2097,problem
2098,first teletext service
2099,september
2100,current affairs
2101,
2102,niche programming
2103,
2104,april
2105,horizon
2106,british television set
2107,
2108,cbbc
2109,bbc vision
2110,a-nis
2111,13 february
2112,first teletext service
2113,
2114,april
2115,bbc two
2116,
2117,resumed on 1 october 1936
2118,production
2119,[original research
2120,"24-hour , worldwide news coverage"
2121,technology
2122,vhf band
2123,bbc continued until june 1932
2124,bafta award
2125,changes in the format of the bbc television news
2126,television
2127,brookmans park
2128,september
2129,
2130,
2131,saturday
2132,television
2133,overseas broadcasters
2134,six-year-old son
2135,niche programming
2136,
2137,granted sabbatical leave from his job as controller to work with the bbc natural history unit which had existed since the 1950s
2138,
2139,several years
2140,little distinction between the two terms in the uk
2141,broadcast encrypted
2142,april
2143,overseas broadcasters
2144,patrick kielty
2145,aired on bbc one
2146,several years
2147,miscegenation
2148,rise
2149,`` color-blind '' model
2150,education
2151,race
2152,geographic gradations or clines
2153,racial profiling
2154,morning
2155,overcrowded prisons
2156,population
2157,health disparities
2158,same species
2159,civil rights
2160,genes
2161,group
2162,capacity
2163,race
2164,younger and older generations
2165,extreme geographic distances
2166,two different populations
2167,practice
2168,human populations
2169,significant variable
2170,geographic or genetic ancestry
2171,race-based medicine
2172,new guinea
2173,difference
2174,extreme geographic distances
2175,racial or ethnic groups
2176,forensic anthropologists
2177,group
2178,european y-dna
2179,differences
2180,nineteen rejected race
2181,color lines
2182,nineteen rejected race
2183,whites
2184,way
2185,
2186,two different populations
2187,penalize situations where someone is treated less favourably on this ground
2188,progressively undesirable attributes
2189,clade
2190,sex
2191,united states
2192,climatic zones
2193,characters
2194,united states
2195,crime
2196,social constructs
2197,falsify
2198,neighbouring non-jewish populations
2199,
2200,female slaves
2201,use
2202,education
2203,discussion
2204,to 10 % african ancestry
2205,clustering
2206,natural sciences
2207,used as a synonym for `` hispanic ''
2208,mapping
2209,different racial groups
2210,tragedy
2211,suggest
2212,difference
2213,fst
2214,phylogenetic analysis
2215,researcher
2216,different mutations
2217,populations
2218,races
2219,invalid genetic or biological designation
2220,time
2221,two different populations
2222,medical conditions
2223,concept
2224,racial status quo
2225,united states
2226,adversely
2227,united states
2228,outgroup
2229,second world war
2230,father's line
2231,genetic variation
2232,demographics
2233,textbooks
2234,employs
2235,"""race-specific"" treatments"
2236,race
2237,various human groups
2238,judgment
2239,pointed
2240,genetic differences
2241,limits
2242,science
2243,
2244,protocols
2245,homo
2246,julien-joseph virey
2247,racial status quo
2248,european ancestry
2249,highly varied ancestry
2250,arguments
2251,specifically african-americans
2252,approximately five percent
2253,various human groups
2254,pragmatic scientific reasons
2255,perspective
2256,pardo
2257,items
2258,specifically african-americans
2259,acta anthropologica sinica
2260,two different populations
2261,clines
2262,great variation
2263,chinese anthropologists
2264,assignments
2265,local population
2266,chromosome sequences
2267,inspection
2268,typology
2269,inhabited separated parts of the world should
2270,self-description
2271,races
2272,same answer
2273,racial groups
2274,numerous anti-colonial movements
2275,replies
2276,race
2277,strong consensus
2278,united states
2279,minor ones
2280,genes
2281,geographically isolated and genetically differentiated populations
2282,packages
2283,differentiation
2284,different racial groups
2285,practice
2286,classification
2287,set
2288,east asian sweeps
2289,many people
2290,color-coded system
2291,draw
2292,female slaves
2293,racial caste systems
2294,racial distinctions
2295,european y-dna
2296,limits
2297,evolutionary paradigm
2298,forensic anthropologists
2299,characters
2300,[ racial ] theories
2301,age
2302,racial status quo
2303,37% european and 13% amerindian
2304,dna variation
2305,fixation index
2306,widespread popularity
2307,homo
2308,services
2309,forensic anthropologists
2310,racial divisions
2311,two different populations
2312,abolitionist sympathies
2313,initially 92%
2314,selective pressure
2315,united states
2316,europe
2317,population
2318,race
2319,christoph meiners
2320,emigrating groups
2321,julien-joseph virey
2322,ancestor
2323,assignments
2324,own group
2325,race
2326,different races
2327,selective pressure
2328,scientific investigation
2329,physical anthropology
2330,basic biological reality
2331,african population
2332,1930s
2333,united states
2334,subjective attributions
2335,every individual
2336,traditional racial groupings
2337,human populations
2338,formerly distinct populations
2339,outgroup
2340,mammalian species
2341,concept `` subspecies
2342,wright
2343,utility
2344,own population
2345,different species
2346,african ancestry
2347,east asian sweeps
2348,differences
2349,1970s
2350,biology
2351,term
2352,racial categories
2353,french policy agenda
2354,forensic anthropologists
2355,appearance.3 by the early 20th century
2356,identify someone as belonging to an ethnic group
2357,human populations
2358,e.g.
2359,julien-joseph virey
2360,phenotypic differences
2361,anglo
2362,disadvantaged racial groups
2363,synonym
2364,julien-joseph virey
2365,legislation
2366,scientific community
2367,", therefore fst values"
2368,replaced
2369,detected
2370,racial categories
2371,different parts
2372,biological traits
2373,groups
2374,europe
2375,came
2376,europe
2377,homo ergaster
2378,human populations
2379,case-control association studies
2380,suggested
2381,individuals
2382,mesolithic era
2383,preservatives
2384,period
2385,wattle
2386,others
2387,outer ditch
2388,hunter-gatherer cultures
2389,southwestern united states
2390,neolithic era
2391,rhine
2392,mesolithic era
2393,true farming
2394,preceding period
2395,elaborate tombs
2396,agriculture
2397,five periods
2398,lineage-group head
2399,"10,200 bc the first fully developed neolithic cultures belonging to the phase pre-pottery neolithic a developed neolithic cultures belonging to the phase pre-pottery neolithic a"
2400,people
2401,east asia
2402,cultivated lands
2403,diet
2404,mesolithic era
2405,lineages
2406,"10,200 – 8,800 bc"
2407,economic inequalities
2408,cultivated lands
2409,la hoguette
2410,oldest known human-made place
2411,argue
2412,"9,500 bc may be regarded as the beginning of the period"
2413,pests
2414,"early as 6,000 bc"
2415,lineage-group head
2416,mesolithic era
2417,appeared in the 7th millennium bc
2418,pests
2419,levant
2420,grinding stones
2421,"8,800 bce according to the aspro chronology in the levant to the aspro chronology in the levant"
2422,animals
2423,agriculture
2424,israel
2425,b.
2426,southwest asia
2427,aleppo
2428,numerous in ireland
2429,treaties
2430,same hierarchical position
2431,good or proper form
2432,president
2433,discussion
2434,state
2435,interpretation
2436,party
2437,muslim man
2438,colonization
2439,president
2440,their amendments have to follow the official legal procedures of the united nations
2441,other parties
2442,600-900 members
2443,attack
2444,treaty
2445,implications
2446,called an 'authentic interpretation
2447,indigenous peoples
2448,parties
2449,autonomy
2450,binding greenhouse gas emission limits
2451,ratification process
2452,attack
2453,tribe
2454,paragraph
2455,internal law
2456,binding greenhouse gas emission limits
2457,ratification and entry into force
2458,two states
2459,given date
2460,chapter headings
2461,other regular law
2462,memoranda
2463,state legislation
2464,withdrawal
2465,defined relationships
2466,interpretation
2467,parties ' representatives
2468,perhaps unforeseen circumstance
2469,entered
2470,international law
2471,political boundaries
2472,unaccepting
2473,international law
2474,rights
2475,congress
2476,official legal procedures
2477,change
2478,course
2479,march
2480,force
2481,domestic law
2482,native title
2483,confederation
2484,international law
2485,interpretation
2486,understanding
2487,state legislation
2488,war
2489,indigenous peoples
2490,treaties
2491,signing
2492,good or proper form
2493,non-self-executing treaty
2494,action
2495,u.s. law
2496,treaty
2497,early 21st century
2498,treaty
2499,defined relationships
2500,domestic law
2501,party
2502,execution
2503,"most formal , longest possible form"
2504,treaty
2505,state's domestic law
2506,sole executive agreements
2507,
2508,customary law
2509,ways
2510,example
2511,"""ordinary laws"
2512,state legislation
2513,state's consent
2514,coercion
2515,impact
2516,time
2517,state legislation
2518,conflict
2519,citation
2520,
2521,signing
2522,light
2523,treaty
2524,reservations
2525,essentially caveats
2526,truth
2527,president
2528,chapter headings
2529,deal
2530,"long-term, complex legal obligations"
2531,international organizations
2532,treaty
2533,executive agreement
2534,travaux preparatoire
2535,consent
2536,indigenous peoples
2537,same hierarchical position
2538,state's consent
2539,particular crimes
2540,respective state legislature
2541,congress
2542,proper authority
2543,treaty breach
2544,european economic area agreement
2545,acts
2546,treaty
2547,first agreement
2548,protocol
2549,complaint
2550,amend
2551,notification
2552,subject
2553,modern treaty law
2554,respective state legislature
2555,treaty obligations
2556,indigenous peoples
2557,execution
2558,forms
2559,international agreement
2560,qaynuqa
2561,same reservations
2562,treaty
2563,state
2564,different languages
2565,recognition
2566,war
2567,european economic area agreement
2568,certain defined conditions
2569,internal law
2570,verb
2571,two state parties
2572,multilateral treaty
2573,contracting parties ' full names
2574,treaties
2575,understanding
2576,specific provisions
2577,confederation
2578,treaty
2579,use
2580,occur
2581,clause
2582,gabriel
2583,muslim man
2584,colonization
2585,complaint
2586,treaties
2587,many treaties
2588,treaty obligations
2589,constitution
2590,treaty
2591,ruled
2592,every other party
2593,add
2594,international law
2595,matter
2596,reserving state
2597,u.s. law
2598,security reasons
2599,capacity
2600,new york
2601,car
2602,counterweights
2603,open
2604,berlin
2605,germany
2606,length
2607,germany
2608,adjacent floors
2609,double deck elevators
2610,make
2611,theater stage
2612,"pre-rendered images , building and floor-specific content"
2613,cargo
2614,stage
2615,elevator cab
2616,funiculars
2617,vertical motion shaft
2618,various floors
2619,commercial elevators
2620,use
2621,"large , hydraulic stretching machine"
2622,local safety codes
2623,typical metal sliding doors
2624,elevators
2625,asme a17.2 standard
2626,left
2627,brakes
2628,elevator cab
2629,novel tourist attraction
2630,elevator
2631,lunch-time period
2632,passengers
2633,freight lifting
2634,four years
2635,(200 ft/min
2636,most efficient design
2637,possible catastrophic failure
2638,machine-room-less elevators
2639,vacuum pump turbine
2640,maple wood
2641,full commercial elevators
2642,counterweight
2643,downtown
2644,segment
2645,lifting cylinder leak fluid
2646,new social protocols
2647,2014 sixteen teams
2648,emblem
2649,eight uefa european championship finals tournaments
2650,goodison park
2651,six weeks
2652,world's first international football match
2653,england
2654,racial abuse
2655,group stage
2656,1978 fifa world cups
2657,2006 fifa world cup
2658,central and northern scotland
2659,governing body
2660,
2661,first non–english manager
2662,third place
2663,away shirt
2664,west germany
2665,player
2666,second group stage
2667,red socks
2668,home ground
2669,third place
2670,outer space
2671,united kingdom
2672,sometimes worn during home matches worn during home matches
2673,uefa euro
2674,uruguay
2675,king richard i
2676,west germany
2677,water table
2678,japan
2679,pacific access category
2680,sand production
2681,only registered trade union
2682,weightlifting 62 kilogram male snatch
2683,designates
2684,pidf
2685,islands
2686,government's total revenue
2687,funafuti conservation area
2688,cyclone pam
2689,ground
2690,traditional materials
2691,r/o desalination units
2692,ldc status
2693,constitution
2694,tuvalu games
2695,powerlifting 120 kg male division
2696,manu folau
2697,only hospital
2698,safe drinking water
2699,peru
2700,runway
2701,tuvalu ship registry
2702,developing country
2703,malaysia
2704,traditional handicrafts
2705,tuvaluans
2706,funafuti
2707,cyclone pam
2708,funafuti
2709,mobile services
2710,entire population
2711,65 %
2712,gran cocal
2713,decision-makers
2714,elekana
2715,26 square kilometres
2716,invertebrate and ethnological objects
2717,funafuti
2718,funafuti
2719,palamene o tuvalu
2720,schuyler de peyster
2721,two stages
2722,available data
2723,islands
2724,current and future sea level rise
2725,rebecca's cargo
2726,single trader
2727,asian development bank
2728,traditional foods
2729,tuvalu
2730,own administration
2731,islands
2732,demand
2733,invertebrate and ethnological objects
2734,english hydrographer alexander george findlay
2735,funafuti
2736,established
2737,funafuti
2738,r/o desalination units
2739,national languages
2740,tuvalu
2741,possible sea level
2742,el niños
2743,ten
2744,possible sea level
2745,deaths
2746,fongafale
2747,manu folau
2748,gift
2749,means
2750,islets
2751,tuvaluans
2752,dancing
2753,six true atolls
2754,cricket
2755,kuala lumpur
2756,mobile services
2757,events
2758,mobile services
2759,six true atolls
2760,islands
2761,longitude
2762,island
2763,reefs
2764,members
2765,fresh-water aquifer
2766,general nursing and midwifery services
2767,tuvalu
2768,asian development bank
2769,october
2770,languages
2771,hospital
2772,cricket
2773,nivaga ii
2774,foreign ships
2775,theories
2776,pollution
2777,current and future sea level rise
2778,english hydrographer alexander george findlay
2779,own government
2780,eight per cent
2781,available data
2782,income
2783,crops
2784,national languages
2785,national languages
2786,crops
2787,funafuti conservation area
2788,deferred
2789,captain
2790,national languages
2791,funafuti
2792,years
2793,eight per cent
2794,sand production
2795,damage
2796,considered
2797,cotonou agreement
2798,japanese forces
2799,nukufetau
2800,english hydrographer alexander george findlay
2801,nukufetau
2802,kyoto protocol
2803,possible sea level
2804,1.5%
2805,parliament
2806,funafuti conservation area
2807,music
2808,japan
2809,generates income from stamps by the tuvalu philatelic bureau and income from the tuvalu ship registry
2810,(2012 census
2811,sanitation
2812,nui
2813,apple stock options
2814,businesses
2815,"new , low-cost 512×384 pixel monitor"
2816,us $ 1.5 million ridley scott television commercial
2817,macintosh iifx
2818,program
2819,macintosh portable
2820,media center interface
2821,larger monitors
2822,created
2823,lab
2824,sold
2825,resizable windows
2826,intel x86-64 processors
2827,dealer
2828,pcs
2829,macpaint
2830,mac os x
2831,microsoft's formerly separate ms-dos and windows products
2832,pcs
2833,company's subsequent reorganization
2834,replacement
2835,powerpc microprocessors
2836,recent years
2837,fully overhauled unix-based successor
2838,latest cpu technology
2839,audio equipment manufacturer
2840,`` lemmings '' ad
2841,october
2842,jean-louis gassée
2843,product's creation
2844,average user
2845,well
2846,product's creation
2847,"fewer than 100,000 pcs"
2848,significantly costlier macintosh
2849,never-to-appear copland os
2850,1998 phased out the macintosh name in favor of `` mac ''
2851,ball
2852,macintosh
2853,expansion slot
2854,dealer
2855,`` emerging digital lifestyle
2856,a common saying at the time `` windows was not as good as macintosh
2857,all-in-one computer
2858,us $ 1.5 million ridley scott television commercial
2859,dealer
2860,"estimated 100,000 users"
2861,average consumer
2862,computer
2863,february
2864,company's purchase of next
2865,standard
2866,intel chips
2867,cooperative multitasking
2868,first portable computer
2869,laptop form factor
2870,released
2871,final macintosh design
2872,mighty mouse
2873,never-to-appear copland os
2874,first portable computer
2875,standard
2876,primary authors
2877,16%
2878,two usb ports
2879,apple's margins
2880,personal computers
2881,consumer-level macintoshes
2882,discontinued power macintosh g3
2883,claris impact
2884,acer
2885,virtualbox
2886,consumers
2887,powertower pro
2888,jobs
2889,particularly the united states
2890,open firmware in most powerpc-based macs or efi in all intel-based macs
2891,internal improvements
2892,mac os platform
2893,macintosh platform
2894,january
2895,agency
2896,least expensive mac
2897,mac os platform
2898,discontinued power macintosh g3
2899,dell
2900,memory issue
2901,ball
2902,"higher-quality , all-aluminum unibody construction"
2903,battery life
2904,replaceable batteries
2905,apple's margins
2906,16 mhz motorola 68020 processor
2907,boston software 's macpublisher and aldus pagemaker enabled users to design
2908,costlier macintosh
2909,6 percent
2910,open firmware in most powerpc-based macs or efi in all intel-based macs
2911,never-to-appear copland os
2912,3.36 million macs
2913,macintosh ii
2914,apple
2915,year
2916,9.3%
2917,aqua user interface
2918,original macintosh computer
2919,windows vista
2920,c++
2921,macbook air
2922,july
2923,seven years
2924,board
2925,14 %
2926,system
2927,apple
2928,compaq
2929,iici
2930,first macbook pro
2931,frogdesign
2932,microsoft's formerly separate ms-dos and windows products
2933,mac os gui
2934,a bad condition
2935,raskin
2936,october
2937,adventurous mac users
2938,macs
2939,third place
2940,audio equipment manufacturer
2941,first macbook pro
2942,mac users
2943,macintosh clones
2944,materials
2945,apple's margins
2946,seven years
2947,more than 30 percent increase
2948,macbook ( 2015 version
2949,
2950,platforms
2951,support document
2952,640 x 400-pixel resolution
2953,25 mhz
2954,9.3%
2955,6 percent
2956,third place
2957,prices
2958,macintosh group's own ideas
2959,macintosh
2960,product's creation
2961,top pc manufacturer
2962,"controversial `` rip , mix , burn '' advertising campaign"
2963,increasing problem
2964,choice
2965,new computer
2966,dell
2967,latest cpu technology
2968,high voltage
2969,apple's system
2970,"fewer than 100,000 pcs"
2971,macbook pro
2972,macintosh iifx
2973,windows-only software on macs at near native speed
2974,external third-party hardware
2975,apple
2976,one
2977,software
2978,", co"
2979,external third-party hardware
2980,january
2981,
2982,i/o processing
2983,ashton-tate
2984,imac g4
2985,price
2986,ten months
2987,all-in-one computer
2988,mac pro
2989,software business
2990,q4
2991,25 december
2992,state-owned television broadcaster
2993,governor
2994,difficult terrain
2995,25%
2996,kangra miniature paintings
2997,toilet
2998,himachal emerged as the 18th state of the indian union
2999,handicrafts
3000,himachal pradesh
3001,third-fastest growing economy
3002,10th century
3003,state
3004,public radio station
3005,1 november
3006,25%
3007,handicrafts
3008,chief minister
3009,22nd place
3010,british india
3011,district
3012,40%
3013,shimla
3014,sikhism
3015,abundant natural beauty
3016,wool
3017,year
3018,india
3019,hydro electric resources
3020,providers
3021,10th century
3022,indian states
3023,10.5%
3024,technological advancements
3025,30 december
3026,himachal
3027,year
3028,h.p.
3029,shimla
3030,25 january
3031,goal
3032,live in towns and cities and constitute 1.16
3033,tv
3034,sundernagar
3035,increased
3036,the rest of india
3037,population
3038,himachal
3039,great variation
3040,plebeians
3041,concordia
3042,side
3043,provincial cursus honorum
3044,haruspex
3045,emperor
3046,mutual toleration
3047,office
3048,images
3049,first council
3050,cult observances
3051,rome's traditional gods
3052,fact
3053,men
3054,fertile victims
3055,advance
3056,vesta
3057,heavenly intercessor
3058,di immortales
3059,revolt
3060,life
3061,ancient roman culture
3062,republican pontifices
3063,daily life
3064,calendar
3065,augustus
3066,communal meal
3067,food
3068,heavenly intercessor
3069,roman religious law
3070,individual romans
3071,"even ""pagan"" emperors"
3072,christians
3073,jews
3074,"major , set battle"
3075,february
3076,general symbolic value
3077,concordia
3078,start
3079,provincial cursus honorum
3080,princeps
3081,christian terms
3082,augustus
3083,186 bc
3084,roman bacchus
3085,general symbolic value
3086,centralised legal requirement
3087,particularly
3088,de facto consular prerogative
3089,rome's inclusive hegemony
3090,religious dimensions
3091,reform
3092,religious observances
3093,second edict
3094,record
3095,home
3096,purpose
3097,occasion
3098,men
3099,roman gladiator
3100,roman military
3101,superstitio
3102,pomerium
3103,very early era
3104,rome's female priesthood
3105,roman society
3106,christian era
3107,persecution
3108,particularly the liver
3109,heavenly intercessor
3110,blight and red mildew
3111,building
3112,"""private"" diviners"
3113,princeps
3114,pontiffs
3115,local traditions
3116,emperor
3117,cult observances
3118,ad
3119,roman religious law
3120,individual romans
3121,roman military aristocrat
3122,gods
3123,celebrated and appeased at the parentalia
3124,stipulated period
3125,divination
3126,romanitas
3127,roman politics
3128,imperial cult
3129,theatres
3130,very early era
3131,lesser deities
3132,life
3133,laws
3134,julius caesar
3135,roman art
3136,darkness
3137,concordia
3138,mortal's death
3139,different local traditions
3140,death
3141,roman empire
3142,cult
3143,christians
3144,record
3145,such spectacular displays
3146,general symbolic value
3147,"major , set battle"
3148,purpose
3149,men
3150,remus
3151,destiny
3152,allies
3153,human affairs
3154,equivalent
3155,funding
3156,rights
3157,polymath varro
3158,roman gladiator
3159,family
3160,separate priestly caste
3161,edict
3162,communal meal
3163,comparison
3164,state counterparts
3165,building
3166,far greater problem
3167,same name
3168,return
3169,ancient roman culture
3170,public festivals
3171,edict
3172,apotheosized mortals
3173,rule
3174,assistants
3175,destiny
3176,virtually monarchic powers
3177,underworld gods
3178,vestals
3179,augustus
3180,elite classes
3181,justified
3182,rome
3183,clients
3184,later
3185,country's peril
3186,general symbolic value
3187,augur
3188,subversive activity
3189,office
3190,vesta
3191,architecture
3192,popular cult
3193,bar kokhba revolt
3194,first council
3195,roman camps
3196,ritual
3197,public profile
3198,auspices
3199,annually elected magistrates
3200,convenient scapegoats
3201,rome's founding
3202,values
3203,divine monarchy
3204,event
3205,roughly forty annual religious festivals
3206,fate
3207,divine knowledge
3208,general symbolic value
3209,senate
3210,greek influences
3211,traditional festivals
3212,values
3213,superstitio
3214,order
3215,office
3216,law
3217,religious observances
3218,very early era
3219,household's cult
3220,own communities
3221,alms
3222,empire
3223,assistants
3224,limited capacity
3225,vesta's flame
3226,persian priests
3227,model
3228,bona dea
3229,gods
3230,vesta's flame
3231,officially
3232,misfortune
3233,religious context
3234,leeches
3235,locomotion
3236,obvious signs
3237,strength
3238,tertiary period
3239,natural populations
3240,infections
3241,ganglia
3242,capabilities
3243,maturity
3244,serve
3245,circulates
3246,outgroups
3247,cnidarian
3248,native earthworms are thought to have been killed by the glaciers and the worms currently found in those areas are all introduced from other areas found in those areas are all introduced from other areas
3249,vertical mesenteries
3250,found
3251,scientists' current knowledge
3252,arthropods' eyes
3253,cladistic research
3254,scientists' current knowledge
3255,animals
3256,blood plasma
3257,lower one
3258,metanephridia
3259,outermost skin layer
3260,infections
3261,metanephridia
3262,maturity
3263,body
3264,use protonephridia
3265,dubious practise of blood-letting have come from china around 30 ad 30 ad 30 ad throughout europe
3266,produce
3267,trochophore larvae
3268,thus
3269,dead and decaying matter
